stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,stop_timezone,wheelchair_boarding
CIAVRI-E,25684,Avrillé Cimetière,47.506563,-0.5904180000000001,0,Europe/Paris,1
GERICA-E,2160,Géricault,47.459861,-0.5236810000000001,0,Europe/Paris,1
JUINDRIE,103281,Juindries,47.50609,-0.382506,0,Europe/Paris,0
OCEANNOR,613287,ZA L'Océane,47.516128,-0.443198,0,Europe/Paris,1
COLOMB,74257,Colombier,47.482464,-0.4905800000000001,0,Europe/Paris,1
BAUDON-E,732813,Baudon,47.539292,-0.5793890000000002,0,Europe/Paris,0
FRATE-E,71441,Fraternité,47.490839,-0.5616830000000002,0,Europe/Paris,1
GRANCL-E,627562,Grand Clos,47.479806,-0.413527,0,Europe/Paris,0
QVENTS-E,15898,Quatre Vents,47.497096,-0.420865,0,Europe/Paris,0
MAREJU-E,17469,Maréchal Juin,47.449747,-0.568123,0,Europe/Paris,1
GOURONNI,19767,Gouronnières,47.482974,-0.5694430000000001,0,Europe/Paris,1
AUBRY,7225,Aubry,47.440983,-0.5520690000000001,0,Europe/Paris,0
AARDBUS,,Avrillé - Ardenne,47.512198,-0.5960420000000001,0,Europe/Paris,1
RONCIERE,3607,Roncières,47.435943,-0.5134760000000002,0,Europe/Paris,1
MERMOZ-E,432615,Collège Mermoz,47.451851,-0.56693,0,Europe/Paris,0
LAPLES-E,7870,La Plesse,47.499554,-0.6204520000000001,0,Europe/Paris,0
SOECPRIV,973131,École J. Bodinier,47.568286,-0.419282,0,Europe/Paris,0
GAUGUIN,168097,Paul Gauguin,47.526766,-0.4646290000000001,0,Europe/Paris,1
OISEAUX,,Oiseaux,47.501682,-0.5863220000000001,0,Europe/Paris,0
1MOLIE,,Molière,47.474077,-0.5555330000000001,0,Europe/Paris,1
DUMESNIL,4581,Dumesnil,47.473868,-0.5675640000000001,0,Europe/Paris,1
ARCADES,24569,Arcades,47.506927,-0.5168580000000002,0,Europe/Paris,0
DEUCROIX,31483,Deux-Croix,47.475081,-0.5291020000000001,0,Europe/Paris,1
PETMOT-E,675780,Petite Motte,47.575615,-0.5927970000000001,0,Europe/Paris,1
MAIL-HDV,7828,Mail,47.47108,-0.546309,0,Europe/Paris,1
ANDARESA,293715,Rezeau,47.46794,-0.378963,0,Europe/Paris,0
LESGAR-E,23118,Les Gares,47.465478,-0.5552230000000001,0,Europe/Paris,0
OCESUD-E,14976,Delage,47.513858,-0.4487670000000001,0,Europe/Paris,1
HMTREL,14635,08-mai,47.449774,-0.4655280000000001,0,Europe/Paris,0
BLANDE-E,2217,Blandeau,47.457386,-0.5432169999999999,0,Europe/Paris,1
STMART-E,1531,St-Martin Centre,47.431407,-0.7030740000000001,0,Europe/Paris,0
P-ANJO-E,32708,Petit Anjou,47.444518,-0.6146110000000001,0,Europe/Paris,0
LBALUE-E,28840,Baluères,47.37763,-0.5248510000000001,0,Europe/Paris,0
RBRIOLLA,24653,Route de Briollay,47.486404,-0.5328840000000001,0,Europe/Paris,1
RENOU-E,4188,Renou,47.437339,-0.4869280000000001,0,Europe/Paris,0
THOMAS-E,18250,Thomasserie,47.461739,-0.6252520000000001,0,Europe/Paris,1
LMARZELL,2200,Haute Marzelle,47.342922,-0.5299040000000002,0,Europe/Paris,0
BMAI-9E,11244,Berges de Maine,47.478509,-0.5489039999999999,0,Europe/Paris,1
BASCHE-E,884139,Basse Chesnaie,47.573791,-0.6774470000000001,0,Europe/Paris,0
DEUVAL-E,575510,Deux Vallées,47.568263,-0.4987450000000001,0,Europe/Paris,0
GAUTIE-E,615013,Pas Gautier,47.471712,-0.409417,0,Europe/Paris,0
JEHUEZ,13375,Jean Huez,47.530829,-0.5943920000000001,0,Europe/Paris,1
ANFRAN-E,7909,Anne Frank,47.463465,-0.5377660000000001,0,Europe/Paris,1
STSERG-E,,St-Serge Université,47.476523,-0.5510380000000001,0,Europe/Paris,1
BEURRIER,21726,Beurrière,47.497569,-0.5895410000000001,0,Europe/Paris,1
JOUVET-E,570294,Jouvet,47.558427,-0.6697160000000001,0,Europe/Paris,1
BOURSE-E,19507,Bourse,47.442536,-0.4950880000000001,0,Europe/Paris,0
GENETI-E,30451,Genetière,47.494752,-0.440998,0,Europe/Paris,1
BRASSE-E,25269,Brassens,47.494884,-0.5872350000000001,0,Europe/Paris,1
PASTEU-E,26529,Pasteur,47.467113,-0.4929690000000001,0,Europe/Paris,1
GRANBE-E,1713,Grange aux Belles,47.476709,-0.6283290000000001,0,Europe/Paris,1
CFPA-E,14322,AFPA,47.47146,-0.5228370000000001,0,Europe/Paris,1
ESTAMI-E,673452,L'Estaminet,47.56624,-0.5030620000000001,0,Europe/Paris,0
ZICOPER,389482,Copernic,47.516842,-0.6104320000000001,0,Europe/Paris,1
BUISBELL,40296,Buissons Belles,47.447964,-0.420631,0,Europe/Paris,0
BEURRI-E,23326,Beurrière,47.497355,-0.5892300000000001,0,Europe/Paris,1
FORGES,3128,Les Forges,47.386438,-0.6451650000000001,0,Europe/Paris,0
MONTAIG,11328,Montaigne,47.469571,-0.5318619999999999,0,Europe/Paris,1
ECOTIERE,28731,Écotière,47.363515,-0.5056630000000001,0,Europe/Paris,0
STLOUIS,16220,St-Louis,47.487528,-0.5866209999999999,0,Europe/Paris,0
LAREUX,31088,La Reux,47.469546,-0.5105750000000001,0,Europe/Paris,1
GALLI-E,4908,Gallieni,47.434827,-0.5245250000000001,0,Europe/Paris,1
RODIN,12656,Rodin,47.475959,-0.6256910000000001,0,Europe/Paris,1
MONNAI-E,228036,Monnaie,47.445042,-0.5124960000000001,0,Europe/Paris,0
BOHABR-E,377290,Route de Brain,47.421471,-0.3991140000000001,0,Europe/Paris,0
OCEBEN-E,651758,Bennefray,47.519894,-0.43875,0,Europe/Paris,1
CHARRUAU,994566,Charruau,47.372821,-0.5092440000000001,0,Europe/Paris,0
RAINIERE,476568,Rainière,47.578677,-0.4769150000000001,0,Europe/Paris,0
STRAS2,24345,Strasbourg,47.457304,-0.5545460000000001,0,Europe/Paris,1
MALEMBAR,753,ZI Malembardières,47.451656,-0.4734250000000001,0,Europe/Paris,0
PAEXPO16,,Parc Expo,47.496106,-0.4918350000000001,0,Europe/Paris,0
SLEZIND,16655,St-Lézin,47.450358,-0.4882250000000001,0,Europe/Paris,1
DEBEAU-E,9943,De Beauvoir,47.529041,-0.6146870000000001,0,Europe/Paris,0
RUAU-E,343146,Le Ruau,47.424247,-0.398617,0,Europe/Paris,0
ANDAMA-E,319038,Andard Mairie,47.456503,-0.3977010000000001,0,Europe/Paris,0
CHAPELLE,21227,Chapelles,47.46867,-0.3828790000000001,0,Europe/Paris,0
RTEPARIS,17574,Route de Paris,47.489597,-0.5081030000000001,0,Europe/Paris,1
CRBLANCH,20575,Croix Blanche,47.480857,-0.5171780000000001,0,Europe/Paris,1
CARCITR,784,Carrefour St-Serge,47.487174,-0.5436850000000001,0,Europe/Paris,1
PISCJU-E,6211,Piscine C. Muffat,47.534191,-0.6165220000000001,0,Europe/Paris,1
GDMAIN-E,15461,Grand Maine,47.467398,-0.5935800000000001,0,Europe/Paris,1
JERUSA-E,30745,Jérusalem,47.473541,-0.5296990000000001,0,Europe/Paris,1
WJMO-E,72745,Jean Moulin,47.490708,-0.5518350000000001,0,Europe/Paris,1
TANCE-E,25473,Tancellerie,47.516171,-0.6635890000000001,0,Europe/Paris,0
HOSGEM-E,6304,Ste-Gemmes Hôpital,47.422965,-0.5608150000000001,0,Europe/Paris,1
BEAUSS-E,548181,Beaussier,47.47642,-0.5995380000000001,0,Europe/Paris,1
LOGINODA,778945,Logis Notre-Dame,47.498387,-0.428944,0,Europe/Paris,1
STLAURE,12804,Stade Raymond Kopa,47.461354,-0.5311370000000001,0,Europe/Paris,1
LINOVENT,31038,Lino Ventura,47.447568,-0.5291450000000001,0,Europe/Paris,1
RABELAI,819,Rabelais,47.46175,-0.5468900000000001,0,Europe/Paris,1
DELACR-E,3905,Delacroix,47.454898,-0.5288330000000001,0,Europe/Paris,1
BOISHO-E,277487,Bois de l'Hôpital,47.470435,-0.4592770000000001,0,Europe/Paris,0
PAPERI-E,26837,Paperie,47.468462,-0.5065269999999999,0,Europe/Paris,1
PETPORT,5677,Petit Port,47.425873,-0.6095220000000001,0,Europe/Paris,1
1VERN,25220,Verneau,47.492424,-0.5671079999999999,0,Europe/Paris,1
CHANSONN,654132,Route de la Chansonnière,47.583595,-0.4834350000000001,0,Europe/Paris,0
CHEVRIER,7016,Chevrière,47.423908,-0.6091000000000001,0,Europe/Paris,0
ATSVILLE,329831,École Goganes,47.559478,-0.424182,0,Europe/Paris,0
2RALL,,Ralliement,47.471223,-0.5516010000000001,0,Europe/Paris,1
CLODOREA,31214,Clos Doreau,47.496241,-0.425249,0,Europe/Paris,0
CRETAUDI,809228,Crétaudière,47.475625,-0.366224,0,Europe/Paris,0
LCHATA-E,28519,Châtaigneraie,47.441224,-0.6077680000000001,0,Europe/Paris,1
DUBELL-E,3812,Du Bellay,47.492176,-0.5132430000000001,0,Europe/Paris,0
CITRONNL,1586,Citronnelle,47.479422,-0.6340070000000001,0,Europe/Paris,1
SOULAI-E,39480,Le Tertre,47.362724,-0.5227740000000001,0,Europe/Paris,0
GATS-E,892868,Les Gâts,47.474304,-0.5171840000000001,0,Europe/Paris,1
SMATGDRU,735252,Grande Rue,47.411125,-0.333079,0,Europe/Paris,0
PATNOIRE,256905,Paul Bert,47.466327,-0.5524600000000001,0,Europe/Paris,1
CLOTEAU,466331,Cloteau,47.507383,-0.408712,0,Europe/Paris,0
SARRIG-E,9431,Les Plantes,47.502406,-0.379316,0,Europe/Paris,1
QUAIsubN,110219,Le Quai,47.472105,-0.5663870000000001,0,Europe/Paris,1
COSSE,12393,Cosse,47.438224,-0.5532150000000001,0,Europe/Paris,0
JARDFA,35425,Jardins Familiaux,47.485557,-0.5084330000000001,0,Europe/Paris,1
SOUSTADE,179678,Soucelles Stade,47.570224,-0.422138,0,Europe/Paris,0
PONTNO-E,4391,Pont Noir,47.464022,-0.5626190000000001,0,Europe/Paris,1
FARCSJ-E,463350,Farcy,47.473815,-0.5771420000000002,0,Europe/Paris,1
2BROY,31784,Bois du Roy,47.499664,-0.5830550000000001,0,Europe/Paris,1
DEGAULLE,30690,De Gaulle,47.45336,-0.4783160000000001,0,Europe/Paris,0
LORRTERM,23465,Lorraine,47.47019,-0.5476000000000001,0,Europe/Paris,1
GOURGE-E,214745,Gourgeauderies,47.451539,-0.6456610000000002,0,Europe/Paris,1
LA-BOISS,574608,La Boissière,47.50477,-0.599956,0,Europe/Paris,1
RUELLE-E,27445,Ruelles,47.437339,-0.5315540000000001,0,Europe/Paris,1
PAQUERAI,88085,Paqueraie,47.481187,-0.41009,0,Europe/Paris,0
POIREL-E,5240,Poirel,47.461522,-0.5621130000000001,0,Europe/Paris,1
DAGUEG-E,732652,Daguenière Église,47.4193,-0.436781,0,Europe/Paris,0
LECL05-E,18831,Leclerc,47.483002,-0.5757380000000001,0,Europe/Paris,1
HOUSSAY,802941,Houssaye,47.586496,-0.4570320000000001,0,Europe/Paris,0
ARTAUD,22172,Artaud,47.434046,-0.6109540000000001,0,Europe/Paris,1
DIONNE-E,9126,Dionneau,47.438786,-0.5302470000000001,0,Europe/Paris,1
BICHO2-E,357307,Bichon,47.479062,-0.5651890000000001,0,Europe/Paris,0
SAUBIN-S,213787,St-Aubin La Salle,47.489414,-0.5032010000000001,0,Europe/Paris,0
BONPLA-E,542285,Bonpland,47.514547,-0.5908850000000001,0,Europe/Paris,1
DELATR-E,25487,De Lattre,47.452337,-0.5418520000000001,0,Europe/Paris,1
BASCHEM,948490,Bas Chemin,47.425014,-0.384247,0,Europe/Paris,0
VILSANTE,17408,Village Santé,47.457561,-0.5127210000000001,0,Europe/Paris,1
AUBRY-E,48579,Aubry,47.441839,-0.5522290000000001,0,Europe/Paris,0
BACHOU-E,602037,Bachouasne,47.467774,-0.433359,0,Europe/Paris,1
DANEMA-E,5563,Danemark,47.527721,-0.5978170000000002,0,Europe/Paris,1
CITEUNIV,30394,Cité Universitaire,47.478879,-0.5978800000000001,0,Europe/Paris,1
CRFRUX,29507,Croix des Frux,47.503213,-0.6909650000000001,0,Europe/Paris,0
CAMELIAS,11696,Camélia,47.471293,-0.5189560000000001,0,Europe/Paris,1
BRGPAILL,10958,Bourg de Paille,47.474358,-0.6249400000000001,0,Europe/Paris,1
GRCARR-E,7784,Arena Loire,47.443454,-0.4782900000000001,0,Europe/Paris,1
PASTEUR,25811,Pasteur,47.466988,-0.4930650000000001,0,Europe/Paris,1
VERNUIT,2307,AquaVita,47.493361,-0.5655390000000001,0,Europe/Paris,0
STTHER-E,7404,Ste-Thérèse,47.480599,-0.5642200000000001,0,Europe/Paris,1
PERRIE-E,215108,La Perrière,47.463793,-0.408372,0,Europe/Paris,0
NOZAY-E,661345,Nozay,47.487664,-0.5319430000000001,0,Europe/Paris,1
FIEFGENT,22382,Fief Gentil,47.533317,-0.5261590000000002,0,Europe/Paris,0
CRBEAU-E,12387,Croix de Beauvais,47.612736,-0.5849400000000001,0,Europe/Paris,0
LTAC-E,242,Soulaines Centre,47.364607,-0.5250480000000001,0,Europe/Paris,0
BENE-E,27645,Béné,47.54112,-0.6094560000000001,0,Europe/Paris,1
CHESNA-E,28622,La Chesnaie,47.437021,-0.5240030000000001,0,Europe/Paris,1
PELEGLIS,27979,Pellouailles Église,47.521613,-0.444059,0,Europe/Paris,0
CHANZY,13887,Chanzy,47.460151,-0.557471,0,Europe/Paris,1
RUELLES,26825,Ruelles,47.437666,-0.5314410000000001,0,Europe/Paris,1
LESLANDE,2090,Robinières,47.471103,-0.6966530000000001,0,Europe/Paris,0
RESTLA-E,428093,Restaurant,47.457849,-0.391502,0,Europe/Paris,0
MILLARDI,28787,Millardière,47.513771,-0.4736820000000001,0,Europe/Paris,1
TRINITE,14286,Trinité,47.475221,-0.5625980000000002,0,Europe/Paris,1
FARCYSJA,74469,Farcy,47.473717,-0.57698,0,Europe/Paris,1
LICES,11754,Lices,47.467114,-0.5544890000000001,0,Europe/Paris,1
MONTCASB,13329,Mont Cassin,47.447246,-0.5693760000000001,0,Europe/Paris,1
MARMIT-E,266529,Marmitière,47.466692,-0.4907150000000001,0,Europe/Paris,0
SOULAIR,5421,Soulaire,47.577327,-0.5543040000000001,0,Europe/Paris,0
MIMOSAS,,Mimosas,47.481576,-0.5234430000000001,0,Europe/Paris,1
PYRAM10,1573,Pyramide,47.440986,-0.4901850000000001,0,Europe/Paris,0
GARD-D-E,735774,St-Sylvain Mairie,47.519795,-0.4711350000000001,0,Europe/Paris,1
CCADEA,5701,Croix Cadeau,47.519948,-0.6094530000000001,0,Europe/Paris,0
RIDERE-E,917645,Ridereau,47.478021,-0.391163,0,Europe/Paris,0
AUBERD-E,830731,Auberderie,47.537906,-0.4785340000000001,0,Europe/Paris,0
DUMESN-E,5561,Dumesnil,47.473815,-0.566934,0,Europe/Paris,1
CIMETR-E,32029,Trélazé Cimetière,47.446271,-0.4623000000000001,0,Europe/Paris,1
CHARNA-E,5036,Charnasserie,47.491866,-0.5565850000000001,0,Europe/Paris,1
BRISEP-E,3496,Brisepotière,47.479348,-0.5272530000000001,0,Europe/Paris,1
COUBERTI,6822,Jean Bouin,47.459148,-0.5329610000000001,0,Europe/Paris,1
EVENTARD,11062,Éventard,47.496874,-0.5149980000000001,0,Europe/Paris,1
PYRAM02,23017,Pyramide,47.44088,-0.4886390000000001,0,Europe/Paris,1
WFARC-E,350711,Farcy,47.473028,-0.5772350000000001,0,Europe/Paris,0
RTECHAMP,31470,Route de Champigné,47.572262,-0.5934600000000001,0,Europe/Paris,1
DOYENNE,24995,Doyenné,47.490608,-0.5325810000000001,0,Europe/Paris,1
POLIGUET,527584,Poliguet,47.494498,-0.397273,0,Europe/Paris,0
BONPLAND,204457,Bonpland,47.514589,-0.5895880000000001,0,Europe/Paris,1
AUTHIO-E,24408,Authion,47.431508,-0.5286620000000001,0,Europe/Paris,1
LENOT-E,,Le Nôtre,47.476099,-0.607369,0,Europe/Paris,1
MAETUDIA,25548,Polytech,47.480575,-0.5945920000000001,0,Europe/Paris,1
GGSAND-E,36947,George Sand,47.43334,-0.5195330000000001,0,Europe/Paris,1
VOLNEY-E,29618,Volney,47.460567,-0.5386390000000001,0,Europe/Paris,1
INRA-E,741028,INRAE,47.474733,-0.6113050000000001,0,Europe/Paris,1
CHOUTEAU,22022,Chouteau,47.446256,-0.4968560000000001,0,Europe/Paris,1
MAUPERTH,5939,Mauperthuis,47.433899,-0.4855880000000001,0,Europe/Paris,0
LACROIX,98921,La Croix,47.417821,-0.314498,0,Europe/Paris,0
LIZE05-E,27387,Lizé,47.486884,-0.5744950000000001,0,Europe/Paris,1
2BAMA,30251,Bamako,47.45211,-0.5563700000000001,0,Europe/Paris,1
WIGAN,15554,Wigan,47.459381,-0.6081380000000001,0,Europe/Paris,1
PRIEURE,18873,Prieuré,47.471893,-0.6336460000000002,0,Europe/Paris,1
GROI.2-E,590166,Groies,47.492028,-0.399523,0,Europe/Paris,0
BRAINNAR,776186,Narcé,47.448874,-0.429982,0,Europe/Paris,0
SARRMAIR,30431,Sarrigné Mairie,47.501762,-0.383259,0,Europe/Paris,1
APPENTIS,30879,Appentis,47.445485,-0.5462750000000001,0,Europe/Paris,1
VDLOIR-E,32158,Val de Loire,47.448829,-0.5134060000000001,0,Europe/Paris,1
CHEVRI-E,7832,Chevrière,47.423899,-0.6092430000000001,0,Europe/Paris,0
SCHWALBA,31127,Schwalbach,47.503777,-0.6023200000000001,0,Europe/Paris,1
MASGEM-E,29461,Ste-Gemmes Mairie,47.422881,-0.5565960000000001,0,Europe/Paris,1
BOISAB-E,2212,Bois L'Abbé,47.490362,-0.5140240000000001,0,Europe/Paris,1
CROIXVER,27646,Route de Bouchemaine,47.44489,-0.5772659999999999,0,Europe/Paris,0
STADE,11605,St-Barthélemy Stade,47.461333,-0.4921100000000001,0,Europe/Paris,1
COINTREA,9457,Cointreau,47.476369,-0.5076430000000001,0,Europe/Paris,1
PICAS-E,43700,Picasso,47.452891,-0.5219600000000001,0,Europe/Paris,1
JEMONNET,869755,Monnet,47.465477,-0.6013030000000001,0,Europe/Paris,1
ROCHETTE,22371,Rochette,47.528593,-0.7510850000000001,0,Europe/Paris,0
LORTIE-E,864598,L'Ortier,47.571234,-0.42611,0,Europe/Paris,0
GUERAND,12936,Guérandais,47.527135,-0.7485550000000001,0,Europe/Paris,0
MEMBAL-E,266299,École Balzac,47.557313,-0.6719760000000001,0,Europe/Paris,0
RESIDENC,125095,Résidence,47.572771,-0.4884570000000001,0,Europe/Paris,0
2CROI,,Deux-Croix,47.475107,-0.528966,0,Europe/Paris,1
LECUIT,25536,Lecuit,47.489261,-0.5630160000000001,0,Europe/Paris,1
CLINIQUE,26512,Clinique St-Didier,47.485155,-0.5870770000000001,0,Europe/Paris,1
CLOUET,17775,Clouet,47.480228,-0.5662469999999999,0,Europe/Paris,1
DANGELIN,79140,Daniel Gélin,47.445119,-0.5269640000000001,0,Europe/Paris,1
CITESOLI,61161,La Cité-Chabada,47.488444,-0.5362190000000001,0,Europe/Paris,1
DESERRE,25513,De Serre,47.477786,-0.6153300000000002,0,Europe/Paris,0
CAMUS5-E,20823,Camus,47.484968,-0.5757590000000001,0,Europe/Paris,1
RTSORGES,228228,Route de Sorges,47.432548,-0.4908780000000001,0,Europe/Paris,0
MONNIE-E,2398,Monnier,47.402594,-0.5252980000000002,0,Europe/Paris,1
SARRCI-E,11756,Sarrigné Cimetière,47.501408,-0.387017,0,Europe/Paris,1
PASQUE-E,171163,Pasquelerie,47.510714,-0.353176,0,Europe/Paris,0
BRISPOTI,968494,Brisepotière,47.478445,-0.5283230000000001,0,Europe/Paris,1
DESMAZ-E,15428,Desmazières,47.462647,-0.5350020000000001,0,Europe/Paris,1
CHEVAL,3108,Chevallerie,47.553862,-0.6597080000000001,0,Europe/Paris,0
ZARTIS-E,14755,ZA Feneu,47.579404,-0.591991,0,Europe/Paris,0
AIGREFOI,805210,Aigrefoin,47.473258,-0.439654,0,Europe/Paris,0
CHALOU-E,16972,Chalouère,47.481943,-0.5360310000000001,0,Europe/Paris,1
CLEMEGLI,6423,St-Clément Église,47.524816,-0.7456100000000001,0,Europe/Paris,0
LESRIV-E,26528,Les Rives,47.526712,-0.5250720000000001,0,Europe/Paris,0
MICHEL-E,5053,Michelet,47.462862,-0.5442430000000001,0,Europe/Paris,1
BOURGL-E,178374,Bourg la Croix,47.45073,-0.5238159999999999,0,Europe/Paris,0
GDMOTTAY,327252,Grand Mottay,47.575797,-0.4776390000000001,0,Europe/Paris,0
DELATTRE,10046,De Lattre,47.452609,-0.5416480000000001,0,Europe/Paris,1
GUILLE-E,30927,Guillebotte,47.437282,-0.5132900000000001,0,Europe/Paris,1
BOUCHE-E,10804,Bouchemaine Centre,47.421642,-0.6105330000000001,0,Europe/Paris,1
QVENTS,4688,Quatre Vents,47.497151,-0.420747,0,Europe/Paris,0
ATOLLBEA,20041,L'Atoll,47.484232,-0.6264320000000001,0,Europe/Paris,1
GUINEZE,18158,Guinezert,47.461785,-0.6309890000000001,0,Europe/Paris,0
RTINARD,9553,Roche Tinard,47.496413,-0.4037200000000001,0,Europe/Paris,0
MAUPER-E,24902,Mauperthuis,47.433634,-0.4857020000000001,0,Europe/Paris,0
PATIS,2076,Pâtis,47.464623,-0.7068980000000001,0,Europe/Paris,0
FENEU-ZA,888767,ZA Feneu,47.579174,-0.5913910000000001,0,Europe/Paris,0
1ELYS,,Élysée,47.473589,-0.5853739999999999,0,Europe/Paris,1
MAUNY-E,920846,Mauny,47.525467,-0.6668490000000001,0,Europe/Paris,1
PALLAC-E,21568,Pallach,47.445941,-0.5587930000000001,0,Europe/Paris,1
LE.CLOS,905100,Le Clos,47.424661,-0.428128,0,Europe/Paris,0
ANRO-5A,17458,Roseraie,47.444012,-0.5539180000000001,0,Europe/Paris,1
NOYANT-E,832846,Noyant,47.563318,-0.5457950000000001,0,Europe/Paris,0
CHENOIR,74282,Chemin Noir,47.529411,-0.5908170000000001,0,Europe/Paris,1
LAFA8-C,19461,La Fayette,47.460455,-0.5543510000000001,0,Europe/Paris,1
MUTUALIT,32144,Mutualité,47.4558,-0.5408260000000001,0,Europe/Paris,1
ARCEAU-E,16444,Arceau,47.470973,-0.5198370000000001,0,Europe/Paris,1
COUTARDI,310689,Coutardière,47.468814,-0.407685,0,Europe/Paris,0
BOREAU,22327,Boreau,47.475261,-0.5461940000000001,0,Europe/Paris,1
GRANCHEM,658794,Grand Chemin,47.417564,-0.310771,0,Europe/Paris,0
JDELAV-E,185658,Jeanne de Laval,47.466202,-0.383102,0,Europe/Paris,0
MEIGNANN,10399,Meignanne,47.483984,-0.5822079999999999,0,Europe/Paris,1
BLITOU-E,8054,Blitourne,47.52741,-0.434068,0,Europe/Paris,0
TINELL-E,996881,Tinellière,47.483942,-0.431535,0,Europe/Paris,0
BAUNBRIA,109894,Château Briançon,47.503481,-0.351515,0,Europe/Paris,0
CHATENAY,2146,Châtenay,47.48273,-0.5211780000000001,0,Europe/Paris,1
MONPR-E,167732,Monprofit,47.474539,-0.5670940000000001,0,Europe/Paris,1
BOISHOPI,778313,Bois de l'Hôpital,47.470542,-0.4592780000000001,0,Europe/Paris,0
MOREL,6292,Morel,47.474901,-0.6084840000000001,0,Europe/Paris,1
MACE-E,756877,Macé,47.477009,-0.5317310000000001,0,Europe/Paris,1
PALLACH,22076,Pallach,47.446169,-0.5589980000000001,0,Europe/Paris,1
JUFERR-E,829,Jules Ferry,47.466355,-0.4988960000000001,0,Europe/Paris,1
RAPIDE-E,22324,Rapidex,47.502692,-0.5139590000000001,0,Europe/Paris,1
PATUR-E,23972,Patureaux,47.434015,-0.5279060000000001,0,Europe/Paris,1
PLDEUR-E,30568,Europe,47.487755,-0.5271709999999999,0,Europe/Paris,1
SAVOIE-E,559868,Savoie,47.490703,-0.5275420000000001,0,Europe/Paris,0
DTOUSSAI,,Toussaint Hodée -reporté-,47.499549,-0.425494,0,Europe/Paris,0
GROESPLA,277530,Gare routière Esplanade,47.464709,-0.5580120000000001,0,Europe/Paris,1
ANAFRA-E,882585,Anatole France,47.531319,-0.6137410000000001,0,Europe/Paris,1
HAUSSA-E,494497,Houssaye,47.586506,-0.4568980000000001,0,Europe/Paris,1
BRETEAU,22377,Breteau,47.573784,-0.437338,0,Europe/Paris,0
SOUZELL,11009,Petite Souzelle,47.549137,-0.5644620000000001,0,Europe/Paris,0
LEMERC-E,15956,Lemercier,47.498615,-0.5224280000000001,0,Europe/Paris,0
BRAI8M-E,562043,Place du 8 Mai,47.445998,-0.412363,0,Europe/Paris,0
LICES-E,669316,Lices,47.466947,-0.5546500000000001,0,Europe/Paris,1
CLAIRIER,370558,Clairière,47.39815,-0.5265950000000001,0,Europe/Paris,1
VARENN-E,10527,Varennes,47.565919,-0.5044800000000002,0,Europe/Paris,0
FOUSSEAU,24740,Fousseaux,47.515771,-0.4685080000000001,0,Europe/Paris,0
GAIGNE,150305,Gaigné,47.384,-0.5524370000000001,0,Europe/Paris,0
MONCEA-E,810372,Monceau,47.472331,-0.389562,0,Europe/Paris,0
VIELMA-E,22163,Vieille Maine,47.529978,-0.5277700000000001,0,Europe/Paris,1
RONCIE-E,17649,Roncières,47.436056,-0.5137280000000001,0,Europe/Paris,1
BELNOUE,672416,Bellenoue,47.4206,-0.300998,0,Europe/Paris,0
SAULAIS,425213,Saulais,47.470308,-0.4616320000000001,0,Europe/Paris,0
BEAUREPA,15816,Beaurepaire,47.473985,-0.5596540000000001,0,Europe/Paris,0
BOSQUET,13421,Bosquet,47.410024,-0.5243580000000001,0,Europe/Paris,0
BRAICOMB,699137,Croix Combeau,47.454293,-0.408484,0,Europe/Paris,0
ROUAIRIE,19971,Rouairie,47.475599,-0.6388720000000001,0,Europe/Paris,1
RENARD,27566,Renardière,47.483846,-0.674031,0,Europe/Paris,0
ALLARD-E,5528,Allard,47.448897,-0.5386980000000001,0,Europe/Paris,1
ARBORE-E,21951,Arboretum,47.449385,-0.5444300000000001,0,Europe/Paris,1
DAUTEL-E,26667,Dautel,47.442871,-0.4832760000000001,0,Europe/Paris,0
1CECO,519627,Centre de Congrès,47.474152,-0.5460830000000001,0,Europe/Paris,1
DGELIN-E,81163,Daniel Gélin,47.445152,-0.5271250000000001,0,Europe/Paris,1
GRCHAMPS,364,Grands Champs,47.514649,-0.43421,0,Europe/Paris,0
MTARDA-E,314976,Tardat,47.444881,-0.5518400000000001,0,Europe/Paris,1
MASTSY,460558,St-Sylvain Mairie,47.519873,-0.4710850000000001,0,Europe/Paris,1
LE-PRE,667164,Le Pré,47.515123,-0.5849370000000002,0,Europe/Paris,1
ANLERO-E,14800,André Leroy,47.464626,-0.5490280000000001,0,Europe/Paris,1
IMTEC-E,31805,Bouzinac,47.503229,-0.5097540000000002,0,Europe/Paris,1
PAUGE-E,30126,Pauger,47.483216,-0.6778250000000001,0,Europe/Paris,0
LEDENI-E,6895,Maison du Lac,47.466089,-0.5977830000000001,0,Europe/Paris,1
DIONNIER,4977,Dionnière,47.543693,-0.4850560000000001,0,Europe/Paris,0
LABRUYER,2726,La Bruyère,47.476594,-0.573899,0,Europe/Paris,1
EGLTRELA,208,Trélazé Église,47.445574,-0.4649410000000001,0,Europe/Paris,1
PARMENTI,3753,Parmentier,47.453204,-0.5186220000000001,0,Europe/Paris,1
ESPLO-E,17768,Espace Longuenée,47.54016,-0.6727640000000001,0,Europe/Paris,1
LESROSES,5502,Les Roses,47.427059,-0.5513640000000001,0,Europe/Paris,1
POIREL,14957,Poirel,47.461703,-0.5621180000000001,0,Europe/Paris,1
